Symbol,Name,Industry,IndustryCode
PRVL,Prevail Therapeutics Inc,생명과학 및 메디컬 리서치,562020
FULC,Fulcrum Therapeutics Inc,생명과학 및 메디컬 리서치,562020
CAMP,CalAmp Corp,통신 서비스,574010
TXMD,TherapeuticsMD Inc,제약,562010
TAST,Carrols Restaurant Group Inc,호텔 및 엔터테인먼트,533010
NDLS,Noodles & Co Class A,호텔 및 엔터테인먼트,533010
CBMG,Cellular Biomedicine Group Inc,생명과학 및 메디컬 리서치,562020
UFPT,UFP Technologies Inc,화학,511010
THBRU,Thunder Bridge Acquisition II Ltd Unit,기타 금융업,556010
LEGH,Legacy Housing Corp,주택건설,532030
CDZI,Cadiz Inc,수도 유틸리티,591030
CCNE,CNB Financial Corp,은행,551010
CURI,Curiositystream Inc. Class A,소프트웨어 및 IT서비스,572010
VMD,Viemed Healthcare Inc,헬스케어 업체 및 서비스,561020
LRMR,Larimar Therapeutics Inc,생명과학 및 메디컬 리서치,562020
PLL,Piedmont Lithium Ltd ADR,화학,511010
ACIU,AC Immune SA,생명과학 및 메디컬 리서치,562020
FISI,Financial Institutions Inc,은행,551010
UCL,Ucloudlink Group Inc ADR,통신 서비스,574010
CALA,Calithera Biosciences Inc,생명과학 및 메디컬 리서치,562020
LAND,Gladstone Land Corp,주택 및 상업용 리츠,601020
ERESU,East Resources Acquisition Co Unit,기타 금융업,556010
BWB,Bridgewater Bancshares Inc,은행,551010
ACGLO,Arch Capital Group Ltd ADR,보험,553010
RMNI,Rimini Street Inc,소프트웨어 및 IT서비스,572010
GILT,Gilat Satellite Networks Ltd,커뮤니케이션 및 네트워킹,571020
TRVN,Trevena Inc,생명과학 및 메디컬 리서치,562020
PROF,Profound Medical Corp,헬스케어 장비 및 용품,561010
MGTA,Magenta Therapeutics Inc,생명과학 및 메디컬 리서치,562020
EGAN,eGain Corp,소프트웨어 및 IT서비스,572010
EXPC,Experience Investment Corp Class A,기타 금융업,556010
BLCT,BlueCity Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
IPLDP,Interstate Power and Light Co PRF,전기 유틸리티,591010
CCRN,Cross Country Healthcare Inc,전문 및 상업 서비스,522030
CPZ,Calamos Long/Short Equity & Dynamic Income Trust,다양한 금융서비스,555010
ACTC,ArcLight Clean Transition Corp Class A,기타 금융업,556010
SRACU,Stable Road Acquisition Corp Unit,기타 금융업,556010
CLFD,Clearfield Inc,커뮤니케이션 및 네트워킹,571020
GLTO,Galecto  Inc.,생명과학 및 메디컬 리서치,562020
HAFC,Hanmi Financial Corp,은행,551010
ALLT,Allot Ltd,통신 서비스,574010
LNDC,Landec Corp,식품 및 담배,541020
TCDA,Tricida Inc,생명과학 및 메디컬 리서치,562020
SPFI,South Plains Financial Inc,은행,551010
SGC,Superior Group of Companies Inc,섬유 및 의류,532020
DGICA,Donegal Group Inc Class A,보험,553010
WTBA,West Bancorporation Inc,은행,551010
GNTY,Guaranty Bancshares Inc,은행,551010
TACO,Del Taco Restaurants Inc,호텔 및 엔터테인먼트,533010
UTMD,Utah Medical Products Inc,헬스케어 장비 및 용품,561010
POWL,Powell Industries Inc,"건설장비 및 대형차, 기차, 배",521020
GXGXU,GX Acquisition Corp Unit,기타 금융업,556010
CTMX,CytomX Therapeutics Inc,생명과학 및 메디컬 리서치,562020
CLSK,CleanSpark Inc,재생에너지,502010
AKTS,Akoustis Technologies Inc,전자 장비 및 부품,571040
SNDL,Sundial Growers Inc,제약,562010
PERI,Perion Network Ltd,소프트웨어 및 IT서비스,572010
VLGEA,Village Super Market Inc Class A,식품 및 약품소매,543010
CONN,Conn's Inc,전문품 상점,534030
EIGR,Eiger BioPharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
TFFP,TFF Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
RDVT,Red Violet Inc,소프트웨어 및 IT서비스,572010
AGMH,AGM Group Holdings Inc Class A,소프트웨어 및 IT서비스,572010
ORPH,Orphazyme A/S ADR,생명과학 및 메디컬 리서치,562020
KSMTU,Kismet Acquisition One Corp,기타 금융업,556010
EBTC,Enterprise Bancorp Inc,은행,551010
GWRS,Global Water Resources Inc,수도 유틸리티,591030
PLPC,Preformed Line Products Co,"건설장비 및 대형차, 기차, 배",521020
GAIN,Gladstone Investment Corp,다양한 금융서비스,555010
ARTNA,Artesian Resources Corp Class A,수도 유틸리티,591030
VACQU,Vector Acquisition Corp,기타 금융업,556010
HARP,Harpoon Therapeutics Inc,생명과학 및 메디컬 리서치,562020
VTRU,Vitru Ltd,학교,631020
SPKE,Spark Energy Inc Class A,전기 유틸리티,591010
FRGI,Fiesta Restaurant Group Inc,호텔 및 엔터테인먼트,533010
FSRV,Finserv Acquisition Corp Class A,기타 금융업,556010
ACTCU,ArcLight Clean Transition Corp,기타 금융업,556010
AGNCN,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
PRTK,Paratek Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
HTBI,Hometrust Bancshares Inc,은행,551010
UBX,UNITY Biotechnology Inc,생명과학 및 메디컬 리서치,562020
CRSA,Crescent Acquisition Corp Class A,기타 금융업,556010
FTIV,FinTech Acquisition Corp Class A,기타 금융업,556010
OGI,OrganiGram Holdings Inc,제약,562010
CDXC,Chromadex Corp,생명과학 및 메디컬 리서치,562020
ATLC,Atlanticus Holdings Corp,은행,551010
RRGB,Red Robin Gourmet Burgers Inc,호텔 및 엔터테인먼트,533010
CSWC,Capital Southwest Corp,투자은행 및 서비스,551020
ACAMU,Acamar Partners Acquisition Corp Unit,기타 금융업,556010
MEIP,MEI Pharma Inc,생명과학 및 메디컬 리서치,562020
FIIIU,Forum Merger III Corp,기타 금융업,556010
INAQU,Insu Acquisition Corp II,기타 금융업,556010
THRY,Thryv Holdings Inc,미디어 및 출판,533020
EQBK,Equity Bancshares Inc Class A,은행,551010
LCUT,Lifetime Brands Inc,가정용품,532040
FCNCP,First Citizens BancShares Inc (Delaware) ADR,은행,551010
BRY,Berry Corporation (Bry),오일 및 가스,501020
ACACU,Acies Acquisition Corp,기타 금융업,556010
RBNC,Reliant Bancorp Inc,은행,551010
CZNC,Citizens & Northern Corp,은행,551010
KALV,Kalvista Pharmaceuticals Inc,제약,562010
CMRX,Chimerix Inc,생명과학 및 메디컬 리서치,562020
IRCP,IRSA Propiedades Comerciales SA ADR,주택 및 상업용 리츠,601020
DBVT,DBV Technologies SA ADR,제약,562010
FDBC,Fidelity D&D Bancorp Inc,은행,551010
NCMI,National Cinemedia Inc,미디어 및 출판,533020
CHPMU,CHP Merger Corp Unit,기타 금융업,556010
ACBI,Atlantic Capital Bancshares Inc,은행,551010
RBB,RBB Bancorp,은행,551010
DGNS,Dragoneer Growth Opportunities Corp II Class A,기타 금융업,556010
STWO,ACON S2 Acquisition Corp Class A,기타 금융업,556010
NH,NantHealth Inc,헬스케어 장비 및 용품,561010
RDHL,Redhill Biopharma Ltd ADR,생명과학 및 메디컬 리서치,562020
HEAR,Turtle Beach Corp,"컴퓨터, 전화 및 가전제품",571060
ABUS,Arbutus Biopharma Corp,제약,562010
KSMT,Kismet Acquisition One Corp,기타 금융업,556010
NBEV,Newage Inc,음료,541010
OESX,Orion Energy Systems Inc,주택건설,532030
WSG,Wanda Sports Group Co Ltd ADR,미디어 및 출판,533020
IGACU,IG Acquisition Corp,기타 금융업,556010
FDUS,Fidus Investment Corp,다양한 금융서비스,555010
HOLUU,Holicity Inc,기타 금융업,556010
HAYN,Haynes International Inc,메탈&마이닝,512010
LTRPA,Liberty Tripadvisor Holdings Inc Series A,소프트웨어 및 IT서비스,572010
TSIAU,TS Innovation Acquisitions Corp,기타 금융업,556010
ICAD,ICAD Inc,헬스케어 장비 및 용품,561010
QRTEB,Qurate Retail Inc Series B,다양한 소매업,534020
SENEA,Seneca Foods Corp Class A,식품 및 담배,541020
DZSI,DZS Inc,"컴퓨터, 전화 및 가전제품",571060
IRMD,IRadimed Corp,헬스케어 장비 및 용품,561010
VALU,Value Line Inc,전문 및 상업 서비스,522030
TDACU,Trident Acquisitions Corp Unit,기타 금융업,556010
OSBC,Old Second Bancorp Inc,은행,551010
LBTYB,Liberty Global PLC Class B,미디어 및 출판,533020
CVGI,Commercial Vehicle Group Inc,자동차 및 자동차 부품,531010
PNNT,Pennantpark Investment Corp,다양한 금융서비스,555010
AVXL,Anavex Life Sciences Corp,생명과학 및 메디컬 리서치,562020
NEXT,NextDecade Corp,오일 및 가스 장비 및 서비스,501030
LACQU,Leisure Acquisition Corp Unit,기타 금융업,556010
KOR,Corvus Gold Inc,메탈&마이닝,512010
CDAK,Codiak BioSciences  Inc.,생명과학 및 메디컬 리서치,562020
SNRHU,Senior Connect Acquisition Corp I,기타 금융업,556010
NPA,New Providence Acquisition Corp Class A,기타 금융업,556010
NXTC,NextCure Inc,제약,562010
AMNB,American National Bankshares Inc,은행,551010
DFPH,DFP Healthcare Acquisitions Corp Class A,기타 금융업,556010
CLMT,Calumet Specialty Products Partners LP Unit,오일 및 가스,501020
HMCOU,HumanCo Acquisition Corp,기타 금융업,556010
VOXX,VOXX International Corp Class A,전문품 상점,534030
OPESU,Opes Acquisition Corp Unit,기타 금융업,556010
RAACU,Revolution Acceleration Acquisition Corp,기타 금융업,556010
EVLO,Evelo Biosciences Inc,생명과학 및 메디컬 리서치,562020
KLDO,Kaleido Biosciences Inc,생명과학 및 메디컬 리서치,562020
YRCW,YRC Worldwide Inc,화물 및 물류 서비스,524050
CODX,Co-Diagnostics Inc,헬스케어 장비 및 용품,561010
JG,Aurora Mobile Ltd ADR,소프트웨어 및 IT서비스,572010
VYGR,Voyager Therapeutics Inc,생명과학 및 메디컬 리서치,562020
FLNT,Fluent Inc,미디어 및 출판,533020
PSAC,Property Solutions Acquisition Corp,기타 금융업,556010
VYNE,Vyne Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ITIC,Investors Title Co,보험,553010
DAKT,Daktronics Inc,전자 장비 및 부품,571040
LCAP,Lionheart Acquisition Corporation II Class A,기타 금융업,556010
ACEV,ACE Convergence Acquisition Corp Class A,기타 금융업,556010
ATRO,Astronics Corp,우주항공 및 국방,521010
EZPW,EZCORP Inc Class A,은행,551010
CASI,CASI Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
STXB,Spirit of Texas Bancshares Inc,은행,551010
NOVSU,Novus Capital Corp Unit,기타 금융업,556010
KMDA,Kamada Ltd,제약,562010
CVLG,Covenant Logistics Group Inc Class A,화물 및 물류 서비스,524050
CSTR,CapStar Financial Holdings Inc,은행,551010
SILC,Silicom Ltd,커뮤니케이션 및 네트워킹,571020
SMMF,Summit Financial Group Inc,은행,551010
GSM,Ferroglobe PLC,메탈&마이닝,512010
PBCTP,People's United Financial Inc PRF,은행,551010
TGLS,Tecnoglass Inc,주택건설,532030
LUNA,Luna Innovations Inc,"건설장비 및 대형차, 기차, 배",521020
AMCI,AMCI Acquisition Corp Class A,기타 금융업,556010
PFIS,Peoples Financial Services Corp,은행,551010
EXPCU,Experience Investment Corp Unit,기타 금융업,556010
SONA,Southern National Bancorp of Virginia Inc,은행,551010
WHF,WhiteHorse Finance Inc,다양한 금융서비스,555010
PDLI,PDL BioPharma Inc,생명과학 및 메디컬 리서치,562020
FNLC,First Bancorp Inc,은행,551010
ALDX,Aldeyra Therapeutics Inc,생명과학 및 메디컬 리서치,562020
SMBC,Southern Missouri Bancorp Inc,은행,551010
JSM,Navient Corp PRF,은행,551010
SMBK,SmartFinancial Inc,은행,551010
JFU,9F Inc ADR,투자은행 및 서비스,551020
GLRE,Greenlight Capital Re Ltd Class A,보험,553010
APYX,Apyx Medical Corp,헬스케어 장비 및 용품,561010
NPAUU,New Providence Acquisition Corp Unit,기타 금융업,556010
MNOV,MediciNova Inc,생명과학 및 메디컬 리서치,562020
GRTX,Galera Therapeutics Inc,생명과학 및 메디컬 리서치,562020
MUDSU,Mudrick Capital Acquisition Corporation II Unit,기타 금융업,556010
GFN,General Finance Corp,전문 및 상업 서비스,522030
IMMP,Immutep Ltd ADR,생명과학 및 메디컬 리서치,562020
LMRK,Landmark Infrastructure Partners LP Unit,부동산 운영 관리,601010
DBDR,Roman DBDR Tech Acquisition Corp Class A,기타 금융업,556010
FITBO,Fifth Third Bancorp ADR,은행,551010
PBFS,Pioneer Bancorp Inc,은행,551010
CNBKA,Century Bancorp Inc Class A,은행,551010
NWPX,Northwest Pipe Co,메탈&마이닝,512010
MARA,Marathon Patent Group Inc,핀테크,573010
MCBC,Macatawa Bank Corp,은행,551010
BATRA,Liberty Media Corp Series A,미디어 및 출판,533020
CIVB,Civista Bancshares Inc,은행,551010
INBK,First Internet Bancorp,은행,551010
BEEM,Beam Global,재생에너지,502010
ASPU,Aspen Group Inc,교육서비스,631010
CRSAU,Crescent Acquisition Corp Unit,기타 금융업,556010
GLAD,Gladstone Capital Corp,다양한 금융서비스,555010
FITBP,Fifth Third Bancorp ADR,은행,551010
NNBR,NN Inc,"건설장비 및 대형차, 기차, 배",521020
NISN,Nisun International Enterprise Development Group Co Ltd Class A,핀테크,573010
CHMA,Chiasma Inc,제약,562010
SAVA,Cassava Sciences Inc,생명과학 및 메디컬 리서치,562020
ATCX,Atlas Technical Consultants Inc Class A,건설 및 엔지니어링,522010
LMNR,Limoneira Co,식품 및 담배,541020
JNCE,Jounce Therapeutics Inc,생명과학 및 메디컬 리서치,562020
PTSI,PAM Transportation Services Inc,화물 및 물류 서비스,524050
SFST,Southern First Bancshares Inc,은행,551010
ALTUU,Altitude Acquisition Corp,기타 금융업,556010
RSVAU,Rodgers Silicon Valley Acquisition Corp,기타 금융업,556010
FTCVU,Fintech Acquisition Corp V,기타 금융업,556010
ITMR,Itamar Medical Ltd ADR,헬스케어 장비 및 용품,561010
FMAO,Farmers & Merchants Bancorp Inc,은행,551010
PTAC,PropTech Acquisition Corp Class A,기타 금융업,556010
NEBCU,Nebula Caravel Acquisition Corp,기타 금융업,556010
ALPN,Alpine Immune Sciences Inc,생명과학 및 메디컬 리서치,562020
WILC,G Willi-Food International Ltd,식품 및 약품소매,543010
PCSB,PCSB Financial Corp,은행,551010
NATR,Natures Sunshine Products Inc,식품 및 담배,541020
FLMN,Falcon Minerals Corp Class A,오일 및 가스,501020
ESCA,Escalade Inc,레저 상품,532050
AQST,Aquestive Therapeutics Inc,제약,562010
VRCA,Verrica Pharmaceuticals Inc,제약,562010
STWOU,ACON S2 Acquisition Corp,기타 금융업,556010
MESA,Mesa Air Group Inc,운송업,524060
CECE,CECO Environmental Corp,전문 및 상업 서비스,522030
CARE,Carter Bank and Trust,은행,551010
TEKKU,Tekkorp Digital Acquisition Corp,기타 금융업,556010
BTBT,Bit Digital Inc,핀테크,573010
MTRX,Matrix Service Co,오일 및 가스 장비 및 서비스,501030
CCB,Coastal Financial Corp (EVERETT),은행,551010
IEA,Infrastructure and Energy Alternatives Inc,건설 및 엔지니어링,522010
VIH,VPC Impact Acquisition Holdings Class A,기타 금융업,556010
RICK,RCI Hospitality Holdings Inc,호텔 및 엔터테인먼트,533010
AGRX,Agile Therapeutics Inc,제약,562010
SMTI,Sanara Medtech Inc,제약,562010
KZR,Kezar Life Sciences Inc,생명과학 및 메디컬 리서치,562020
RMGBU,Rmg Acquisition Corporation II,기타 금융업,556010
FMBIP,First Midwest Bancorp Inc ADR,은행,551010
PCYO,Pure Cycle Corp,수도 유틸리티,591030
TRNS,Transcat Inc,"건설장비 및 대형차, 기차, 배",521020
MNCLU,Monocle Acquisition Corp Unit,기타 금융업,556010
INTZ,Intrusion Inc,소프트웨어 및 IT서비스,572010
FTIVU,Fintech Acquisition Corp. IV,기타 금융업,556010
HSAQ,Health Sciences Acquisitions Corporation 2,기타 금융업,556010
BLU,BELLUS Health Inc,생명과학 및 메디컬 리서치,562020
KRMD,Repro Med Systems Inc,헬스케어 장비 및 용품,561010
CGRO,Collective Growth Corp Class A,기타 금융업,556010
SSSS,SuRo Capital Corp,투자은행 및 서비스,551020
LATN,Union Acquisition Corp II,기타 금융업,556010
TMTS,Spartacus Acquisition Corp Class A,기타 금융업,556010
PAYS,Paysign Inc,전문 및 상업 서비스,522030
HBCP,Home Bancorp Inc,은행,551010
SV,Spring Valley Acquisition Corp Class A,기타 금융업,556010
NVEC,NVE Corp,반도체 및 반도체 장비,571010
RCHG,Recharge Acquisition Corp Class A,기타 금융업,556010
OTIC,Otonomy Inc,생명과학 및 메디컬 리서치,562020
NOACU,Natural Order Acquisition Corp,기타 금융업,556010
KIRK,Kirkland's Inc,전문품 상점,534030
ACEVU,ACE Convergence Acquisition Corp,기타 금융업,556010
ACET,Adicet Bio Inc,생명과학 및 메디컬 리서치,562020
CNTG,Centogene NV,생명과학 및 메디컬 리서치,562020
GWGH,GWG Holdings Inc,보험,553010
TARA,Protara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
TOUR,Tuniu Corp ADR,호텔 및 엔터테인먼트,533010
SIEN,Sientra Inc,헬스케어 장비 및 용품,561010
COFS,ChoiceOne Financial Services Inc,은행,551010
MVBF,MVB Financial Corp,은행,551010
RACA,Therapeutics Acquisition Corp Class A,기타 금융업,556010
SVSVU,Spring Valley Acquisition Corp,기타 금융업,556010
DBDRU,Roman DBDR Tech Acquisition Corp,기타 금융업,556010
VRA,Vera Bradley Inc,섬유 및 의류,532020
DFPHU,DFP Healthcare Acquisitions Corp Unit,기타 금융업,556010
CFACU,CF Finance Acquisition III Corp,기타 금융업,556010
NATH,Nathan's Famous Inc,호텔 및 엔터테인먼트,533010
FLXS,Flexsteel Industries Inc,가정용품,532040
FSBW,FS Bancorp Inc,은행,551010
MNCL,Monocle Acquisition Corp,기타 금융업,556010
RUHN,Ruhnn Holding Ltd ADR,다양한 소매업,534020
NCNA,NuCana PLC ADR,생명과학 및 메디컬 리서치,562020
ACNB,ACNB Corp,은행,551010
QMCO,Quantum Corp,"컴퓨터, 전화 및 가전제품",571060
WLFC,Willis Lease Finance Corp,전문 및 상업 서비스,522030
BCTG,Bctg Acquisition Corp,기타 금융업,556010
ITI,Iteris Inc,커뮤니케이션 및 네트워킹,571020
FSRVU,Finserv Acquisition Corp Unit,기타 금융업,556010
BPYPO,Brookfield Property Partners LP Unit Class A,부동산 운영 관리,601010
ATAX,America First Multifamily Investors LP Unit,은행,551010
TELA,TELA Bio Inc,헬스케어 장비 및 용품,561010
KXIN,Kaixin Auto Holdings,전문품 상점,534030
HBMD,Howard Bancorp Inc,은행,551010
HRZN,Horizon Technology Finance Corp,다양한 금융서비스,555010
CTIC,CTI Biopharma Corp,생명과학 및 메디컬 리서치,562020
SJ,Scienjoy Holding Corp,소프트웨어 및 IT서비스,572010
ALCO,Alico Inc,식품 및 담배,541020
CSSE,Chicken Soup for The Soul Entertainment Inc Class A,미디어 및 출판,533020
CRNT,Ceragon Networks Ltd,커뮤니케이션 및 네트워킹,571020
FVE,Five Star Senior Living Inc,헬스케어 업체 및 서비스,561020
ZNTEU,Zanite Acquisition Corp,기타 금융업,556010
PTICU,PropTech Investment II Corp,기타 금융업,556010
GCBC,Greene County Bancorp Inc,은행,551010
LOGC,LogicBio Therapeutics Inc,제약,562010
MTCR,Metacrine  Inc.,생명과학 및 메디컬 리서치,562020
DCRBU,Decarbonization Plus Acquisition Corp,기타 금융업,556010
THCA,Tuscan Holdings Corp II,기타 금융업,556010
SMSI,Smith Micro Software Inc,소프트웨어 및 IT서비스,572010
SUNS,Solar Senior Capital Ltd,다양한 금융서비스,555010
FBIO,Fortress Biotech Inc,제약,562010
ARBGU,Aequi Acquisition Corp,기타 금융업,556010
OPTN,OptiNose Inc,제약,562010
CGROU,Collective Growth Corp Unit,기타 금융업,556010
IMMR,Immersion Corp,소프트웨어 및 IT서비스,572010
APTX,Aptinyx Inc,제약,562010
BPYUP,Brookfield Property REIT Inc PRF,주택 및 상업용 리츠,601020
MIST,Milestone Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
PVBC,Provident Bancorp Inc (Maryland),은행,551010
XONE,ExOne Co,"건설장비 및 대형차, 기차, 배",521020
MSON,Misonix Inc,헬스케어 장비 및 용품,561010
FCAP,First Capital Inc,은행,551010
OCSI,Oaktree Strategic Income Corporation,투자은행 및 서비스,551020
GTYH,Gty Technology Holdings Inc,소프트웨어 및 IT서비스,572010
PTACU,PropTech Acquisition Corp Unit,기타 금융업,556010
TNAV,Telenav Inc,소프트웨어 및 IT서비스,572010
ASPS,Altisource Portfolio Solutions SA,부동산 운영 관리,601010
AGNCM,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
BPYPN,Brookfield Property Partners LP PRF,부동산 운영 관리,601010
IMV,IMV Inc,생명과학 및 메디컬 리서치,562020
DMTK,DermTech Inc,헬스케어 장비 및 용품,561010
ATLO,Ames National Corp,은행,551010
PSACU,Property Solutions Acquisition Corp Unit,기타 금융업,556010
SLDB,Solid Biosciences Inc,생명과학 및 메디컬 리서치,562020
TBNK,Territorial Bancorp Inc,은행,551010
ATOM,Atomera Inc,반도체 및 반도체 장비,571010
AKU,Akumin Inc,헬스케어 업체 및 서비스,561020
NWFL,Norwood Financial Corp,은행,551010
NOVS,Novus Capital Corp,기타 금융업,556010
GNRS,Greenrose Acquisition Corp,기타 금융업,556010
MWK,Mohawk Group Holdings Inc,가정용품,532040
HURC,Hurco Companies Inc,"건설장비 및 대형차, 기차, 배",521020
LATNU,Union Acquisition Corp II Unit,기타 금융업,556010
PROG,Progenity Inc,헬스케어 장비 및 용품,561010
LYTS,LSI Industries Inc,주택건설,532030
NKSH,National Bankshares Inc,은행,551010
AMRK,A-Mark Precious Metals Inc,섬유 및 의류,532020
PRQR,ProQR Therapeutics NV,생명과학 및 메디컬 리서치,562020
EGLE,Eagle Bulk Shipping Inc,화물 및 물류 서비스,524050
NHIC,Newhold Investment Corp Class A,기타 금융업,556010
SESN,Sesen Bio Inc,생명과학 및 메디컬 리서치,562020
DISCB,Discovery Inc Series B,미디어 및 출판,533020
LCAPU,Lionheart Acquisition Corporation II,기타 금융업,556010
DSAC,Duddell Street Acquisition Corp. Class A,기타 금융업,556010
GWACU,Good Works Acquisition Corp,기타 금융업,556010
VIHAU,VPC Impact Acquisition Holdings,기타 금융업,556010
SBT,Sterling Bancorp Inc,은행,551010
SAII,Software Acquisition Group Inc II Class A,기타 금융업,556010
PWFL,PowerFleet Inc,소프트웨어 및 IT서비스,572010
FCBP,First Choice Bancorp (California),은행,551010
CAAS,China Automotive Systems Inc,자동차 및 자동차 부품,531010
PFBI,Premier Financial Bancorp Inc,은행,551010
GWAC,Good Works Acquisition Corp,기타 금융업,556010
RCKY,Rocky Brands Inc,섬유 및 의류,532020
AXLA,Axcella Health Inc,생명과학 및 메디컬 리서치,562020
GNSS,Genasys Inc,커뮤니케이션 및 네트워킹,571020
POWW,Ammo Munitions Inc,우주항공 및 국방,521010
SAMG,Silvercrest Asset Management Group Inc Class A,투자은행 및 서비스,551020
TMTSU,Spartacus Acquisition Corp,기타 금융업,556010
QK,Q&K International Group Ltd ADR,부동산 운영 관리,601010
BKCC,BlackRock Capital Investment Corp,다양한 금융서비스,555010
NGHCN,National General Holdings Corp ADR,보험,553010
ETON,Eton Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
WRAP,Wrap Technologies Inc,커뮤니케이션 및 네트워킹,571020
GEVO,Gevo Inc,재생에너지,502010
FULTP,Fulton Financial Corp ADR,은행,551010
GLIBP,Gci Liberty Inc PRF,통신 서비스,574010
STRS,Stratus Properties Inc,부동산 운영 관리,601010
ADMA,ADMA Biologics Inc,생명과학 및 메디컬 리서치,562020
RCHGU,Recharge Acquisition Corp,기타 금융업,556010
SRGA,Surgalign Holdings Inc,헬스케어 장비 및 용품,561010
CRESY,Cresud SACIF y A ADR,통신 서비스,574010
SIGIP,Selective Insurance Group Inc ADR,보험,553010
GPP,Green Plains Partners LP Unit,오일 및 가스 장비 및 서비스,501030
SLGL,Sol Gel Technologies Ltd,생명과학 및 메디컬 리서치,562020
GNFT,Genfit SA ADR,생명과학 및 메디컬 리서치,562020
NRIM,Northrim BanCorp Inc,은행,551010
AVNW,Aviat Networks Inc,커뮤니케이션 및 네트워킹,571020
NEPT,Neptune Wellness Solutions Inc,제약,562010
ARYA,ARYA Sciences Acquisition III Corp Class A,기타 금융업,556010
MPB,Mid Penn Bancorp Inc,은행,551010
MBII,Marrone Bio Innovations Inc,화학,511010
FUND,Sprott Focus Trust Inc,다양한 금융서비스,555010
SRSAU,Sarissa Capital Acquisition Corp,기타 금융업,556010
CERC,Cerecor Inc,생명과학 및 메디컬 리서치,562020
LFTRU,Lefteris Acquisition Corp,기타 금융업,556010
ASMB,Assembly Biosciences Inc,제약,562010
PYPD,PolyPid Ltd,제약,562010
TH,Target Hospitality Corp,호텔 및 엔터테인먼트,533010
CYBE,CyberOptics Corp,전자 장비 및 부품,571040
RGCO,RGC Resources Inc,천연가스 유틸리티,591020
JFIN,Jiayin Group Inc ADR,소프트웨어 및 IT서비스,572010
GMLP,Golar LNG Partners LP Unit,오일 및 가스 장비 및 서비스,501030
CVCY,Central Valley Community Bancorp,은행,551010
TLSA,Tiziana Life Sciences PLC ADR,생명과학 및 메디컬 리서치,562020
PFHD,Professional Holding Corp Class A,은행,551010
UIHC,United Insurance Holdings Corp,보험,553010
XERS,Xeris Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
EPIX,ESSA Pharma Inc,생명과학 및 메디컬 리서치,562020
TSBK,Timberland Bancorp Inc,은행,551010
SIFY,Sify Technologies Ltd ADR,통신 서비스,574010
SIC,Select Interior Concepts Inc Class A,주택건설,532030
FENC,Fennec Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
THCAU,Tuscan Holdings Corp II Unit,기타 금융업,556010
DFHT,Deerfield Healthcare Technology Acquisitions Corp Class A,기타 금융업,556010
UNTY,Unity Bancorp Inc,은행,551010
GAIA,Gaia Inc Class A,미디어 및 출판,533020
SOLY,Soliton Inc,헬스케어 장비 및 용품,561010
SLMBP,SLM Corp PRF,은행,551010
ORRF,Orrstown Financial Services Inc,은행,551010
MDNA,Medicenna Therapeutics Corp,생명과학 및 메디컬 리서치,562020
KVHI,KVH Industries Inc,커뮤니케이션 및 네트워킹,571020
LCNB,LCNB Corp,은행,551010
GENC,Gencor Industries Inc,"건설장비 및 대형차, 기차, 배",521020
MRCC,Monroe Capital Corp,다양한 금융서비스,555010
ALSK,Alaska Communications Systems Group Inc,통신 서비스,574010
AFINP,American Finance Trust Inc PRF,주택 및 상업용 리츠,601020
CMLS,Cumulus Media Inc Class A,미디어 및 출판,533020
AOUT,American Outdoor Brands Inc,레저 상품,532050
SHSP,SharpSpring Inc,소프트웨어 및 IT서비스,572010
XNET,Xunlei Ltd ADR,소프트웨어 및 IT서비스,572010
BBCP,Brundage-Bone Concrete Pumping Holdings Inc,건설 및 엔지니어링,522010
CNTY,Century Casinos Inc,호텔 및 엔터테인먼트,533010
PDLB,PDL Community Bancorp,은행,551010
BGFV,Big 5 Sporting Goods Corp,전문품 상점,534030
SPOK,Spok Holdings Inc,통신 서비스,574010
PKBK,Parke Bancorp Inc,은행,551010
BCBP,BCB Bancorp Inc,은행,551010
UEPS,Net 1 UEPS Technologies Inc,전문 및 상업 서비스,522030
TEDU,Tarena International Inc ADR,비즈니스교육,631030
GNRSU,Greenrose Acquisition Corp Unit,기타 금융업,556010
BSET,Bassett Furniture Industries Inc,가정용품,532040
SECO,Secoo Holding Ltd ADR,소프트웨어 및 IT서비스,572010
ONCT,Oncternal Therapeutics Inc,생명과학 및 메디컬 리서치,562020
FRBA,FIRST BANK (Hamilton),은행,551010
MBIO,Mustang Bio Inc,생명과학 및 메디컬 리서치,562020
SWKH,SWK Holdings Corp,은행,551010
LIVX,Livexlive Media Inc,미디어 및 출판,533020
